Numero_Moradia;Nome_Area_Risco;Fonte_Risco;Area_Risco_Geologico;Area_Suscetivel_Alagamento
38916228;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
101282365;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090808;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088883;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518475;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196321754;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38919974;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909304;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489615;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
218927952;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372686;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38910666;[Geológico] Beira Rio;CPRM/SEDURB;Sim;Nao
197070707;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38916416;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088710;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918765;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
223000403;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089262;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911568;[Geológico] Setor S18R3 + [Inundação] Alto Rio Possmoser;CPRM/SEDURB + Outros;Sim;Sim
201138773;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070283;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
197071376;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
197072051;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196327025;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
38911560;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
223871127;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489713;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
94091056;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918799;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
216004857;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196553872;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917497;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551567;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201138769;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909597;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201138028;[Geológico] Setor S11R3 + [Inundação] Inundação CPRM - Alta;CPRM + CPRM/SEDURB;Sim;Sim
224372622;[Geológico] Rua Vinte quatro de junho - Bairro São Luis + [Inundação] Inundação CPRM - Alta;CPRM;Sim;Sim
38918556;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
223489749;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
223489625;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
38916103;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113192759;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489617;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
223490008;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917590;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
197070313;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38910072;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
38917567;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
223489622;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
38918525;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38916837;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
217484064;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38920746;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38918660;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38911098;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916076;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38921154;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38915856;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
223871391;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196765072;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
201139486;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
217484113;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38919421;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916554;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489639;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
38909571;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
101282488;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196333393;[Geológico] Setor S12R2 + [Inundação] Inundação CPRM - Alta;CPRM + CPRM/SEDURB;Sim;Sim
196326867;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
38910043;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
94088977;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38910027;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
38916992;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201127425;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
223871360;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004853;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071401;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
196501558;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088719;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917572;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
38911130;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918557;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38916176;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918605;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38909319;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909313;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216517673;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070603;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
94089269;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088891;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909483;[Geológico] Rua Vinte quatro de junho - Bairro São Luis + [Inundação] Inundação CPRM - Alta;CPRM;Sim;Sim
224372573;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871446;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196328343;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196329373;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94091079;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201138184;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909830;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
110407946;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070916;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
94088975;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197050802;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94091231;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113200705;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088750;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196328340;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871250;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918691;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
196326534;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916537;[Geológico] Setor S20R3 + [Inundação] Inundação CPRM - Alta;CPRM + CPRM/SEDURB;Sim;Sim
38911573;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
224372624;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
99544431;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916677;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38921295;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38915854;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
197070468;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38909593;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201139334;[Geológico] Setor S20R3 + [Inundação] Inundação CPRM - Alta;CPRM + CPRM/SEDURB;Sim;Sim
197071882;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
97551674;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113199799;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97468514;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089253;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004525;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916602;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94091080;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088870;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917576;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
196326714;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220460503;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917563;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
94088839;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201138125;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
217484062;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089216;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917796;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196327289;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
218927956;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909628;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916686;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94091014;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223000367;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201141138;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089313;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909322;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
101282535;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918256;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915707;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94091046;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918796;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
94091136;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916494;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916750;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201193775;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196182571;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089258;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088695;[Geológico] Setor S20R3 + [Inundação] Inundação CPRM - Alta;CPRM + CPRM/SEDURB;Sim;Sim
196326840;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916487;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197066028;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917441;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489567;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918480;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
216004607;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909677;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220460587;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917498;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916579;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915817;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
94091034;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909500;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38914489;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38910667;[Geológico] Beira Rio;CPRM/SEDURB;Sim;Nao
110407968;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201139548;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326505;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916089;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197053919;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004326;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201139558;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916304;[Geológico] Setor S20R3;CPRM/SEDURB;Sim;Nao
224372591;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201193878;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918569;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38909534;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197067737;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916910;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489459;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
223871472;[Geológico] Setor S3R3;CPRM/SEDURB;Sim;Nao
201139197;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489467;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
101282513;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916587;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089197;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201193627;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917402;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070411;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
197071240;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38920719;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201135891;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551553;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071243;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
216518827;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915708;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070766;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
197054126;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915743;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071164;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38909433;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196327293;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113201644;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196551466;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197054110;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372669;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089863;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916866;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197068030;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551669;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372400;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97468513;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551554;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911115;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871117;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223490125;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918874;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916823;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917522;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
197053772;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909479;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916404;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220460651;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918634;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
197050893;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326971;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
38911205;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223490111;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
218928038;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38910021;[Geológico] Setor S13R3;CPRM/SEDURB;Sim;Nao
196326522;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090828;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090896;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909299;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518079;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196184830;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372350;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196321583;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916754;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201195017;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551670;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911071;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918699;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
197071073;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38916202;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909852;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089267;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909894;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196327115;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918524;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38915910;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916566;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518333;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916615;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
101282537;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090880;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088976;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911060;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089364;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088708;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38910662;[Geológico] Beira Rio;CPRM/SEDURB;Sim;Nao
223489400;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
197068052;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089326;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916369;[Geológico] Setor S20R3 + [Inundação] Inundação CPRM - Alta;CPRM + CPRM/SEDURB;Sim;Sim
197070237;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38911280;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196328064;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
98066562;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220789069;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196185000;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909572;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916911;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201141971;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916948;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196564072;[Geológico] Beira Rio;CPRM/SEDURB;Sim;Nao
38911548;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38911565;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
224372550;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917642;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97468501;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489416;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
38916903;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916332;[Geológico] Setor S20R3;CPRM/SEDURB;Sim;Nao
38918737;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
218889785;[Geológico] Setor S17R3;CPRM/SEDURB;Sim;Nao
38911940;[Geológico] Vila dos Italianos;CPRM/SEDURB;Sim;Nao
216518241;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518203;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916529;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326427;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326752;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915781;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916945;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38913896;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201138328;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918537;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38918613;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38911146;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196325560;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004513;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004319;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113206837;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196321588;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201139231;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489424;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
97551566;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489961;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
38909897;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326555;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196333327;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
218927968;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916744;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489948;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489620;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
94091012;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911313;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909462;[Geológico] Rua Vinte quatro de junho - Bairro São Luis + [Inundação] Inundação CPRM - Alta;CPRM;Sim;Sim
38909710;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918706;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38915954;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089169;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916165;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196765255;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
197055296;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
201127369;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38916569;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916438;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489757;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
196326588;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196329349;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94091133;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917438;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004278;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220789035;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916490;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088685;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917476;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372611;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113192815;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489003;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
38916127;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088890;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113203740;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
