Numero_Moradia;Nome_Area_Risco;Fonte_Risco;Area_Risco_Geologico;Area_Suscetivel_Alagamento
38916064;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38920575;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916057;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201194017;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916799;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089168;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871102;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088896;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071174;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
223000377;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326853;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
94088846;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918616;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
94090847;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911010;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197055312;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
38909861;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196321608;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916714;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216005062;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909639;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918764;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
223871363;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196321592;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196182885;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071332;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
223489790;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
38909548;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201138131;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551643;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916132;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489260;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916580;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489827;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
196321655;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909896;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489852;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
38911537;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38918786;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38910999;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918493;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
196321778;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088701;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918733;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
196326794;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916547;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004294;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196765057;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38916078;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004321;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94091007;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223490006;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196765261;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
201127461;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38918794;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
223000381;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916804;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197055304;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
223000037;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197067682;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551693;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915777;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909891;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088687;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196328062;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071212;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38918553;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
216518053;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551641;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911009;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909972;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201139214;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916429;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196765209;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38916121;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918743;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
220460575;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201139405;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326784;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196333347;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
110408024;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489001;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
196181581;[Geológico] Beira Rio;CPRM/SEDURB;Sim;Nao
218927958;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916599;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917505;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917547;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
38916966;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915808;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
196326506;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071136;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
201138161;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201139327;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220460540;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916513;[Geológico] Setor S20R3 + [Inundação] Inundação CPRM - Alta;CPRM + CPRM/SEDURB;Sim;Sim
216004960;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918690;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38916194;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38908513;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551658;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089295;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909315;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918523;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38910657;[Geológico] Beira Rio;CPRM/SEDURB;Sim;Nao
38908535;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909579;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196181616;[Geológico] Beira Rio;CPRM/SEDURB;Sim;Nao
38916397;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004284;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326814;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326585;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38919380;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871269;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916322;[Geológico] Setor S20R3;CPRM/SEDURB;Sim;Nao
113198972;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196333383;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004670;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916225;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909528;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220460632;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113203454;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
99544454;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088833;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551629;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916603;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38920684;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916099;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917565;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
224372667;[Geológico] Setor S10R3;CPRM/SEDURB;Sim;Nao
38908518;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
217484025;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917519;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
97551712;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
220788924;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915799;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
113201634;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196323415;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38919638;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518089;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489367;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
94090964;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916669;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088774;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090789;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
101282547;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196325805;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071143;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
216518373;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088873;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197066043;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201193797;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201194911;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917520;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915998;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916576;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089251;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915859;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
223489632;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
224372648;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197054982;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
38916392;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489817;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
94091062;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909821;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915649;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
196326816;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196333159;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909527;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871385;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38914781;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201194933;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088703;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918708;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
216004207;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489791;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
94089229;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909812;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372353;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917513;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372540;[Geológico] Rua Vinte quatro de junho - Bairro São Luis + [Inundação] Inundação CPRM - Alta;CPRM;Sim;Sim
94089316;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090898;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089183;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070493;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
197067620;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089288;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918767;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38916929;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372579;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489940;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070743;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
223871291;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196553875;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113196859;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197054169;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916567;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088797;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071020;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
196765056;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38918702;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
201127465;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38915642;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
38909316;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
101282564;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196325562;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113201414;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911195;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196327014;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
224372585;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916417;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201194728;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
113203777;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
97551559;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871364;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089363;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372560;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223490010;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917385;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489720;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
38916362;[Geológico] Setor S20R3 + [Inundação] Inundação CPRM - Alta;CPRM + CPRM/SEDURB;Sim;Sim
201193795;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909895;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871479;[Geológico] Setor S3R3;CPRM/SEDURB;Sim;Nao
38918692;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38917429;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089362;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915184;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088886;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372552;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916425;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201193607;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326974;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
223489599;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
220460588;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916755;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38921275;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909301;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089221;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372363;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911209;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196333282;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489624;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
38909893;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38920668;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071220;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
220460426;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201134386;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94091022;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220460716;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004954;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38914343;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916160;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
98954865;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
223490017;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917548;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis;CPRM;Sim;Nao
201139217;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518213;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38910073;[Geológico] Rua Vinte quatro de junho - Bairro São Luis;CPRM;Sim;Nao
38917546;[Geológico] Rua Sofia Heinke Erdmman - Bairro São Luis + [Inundação] Inundação CPRM - Alta;CPRM;Sim;Sim
197070445;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
196333359;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326920;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090914;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088843;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38917633;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070437;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
110407761;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489644;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
223489451;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
220789099;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94089268;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518285;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916475;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909510;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489723;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
197071888;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38918697;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
38917423;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223000050;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
220788944;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372649;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518279;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004522;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326859;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201195465;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916711;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004877;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201139181;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196333413;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911145;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489463;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
197071356;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
99544461;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909864;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915169;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38921296;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
94091045;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196326455;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197070676;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38918592;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38916557;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071179;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
201138311;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916060;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196322344;[Geológico] Setor S5R3;CPRM/SEDURB;Sim;Nao
197054114;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201134382;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201138321;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
201142502;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38919518;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94088770;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090953;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916081;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197066035;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518791;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216004672;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
101282521;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196327984;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38909405;[Geológico] Setor S14R3;CPRM/SEDURB;Sim;Nao
38916163;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071900;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
201135126;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
101282571;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
94090790;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38915199;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916993;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
216518094;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223489616;[Geológico] Bairro Vila Roos;CPRM;Sim;Nao
38914820;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871280;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071044;[Geológico] Distrito de Rio Possmoser - Rodovia ES-264 + [Inundação] Alto Rio Possmoser;CPRM + Outros;Sim;Sim
216517647;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38918607;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
196326750;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223871420;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38911566;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38909439;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372642;[Geológico] Rua Vinte quatro de junho - Bairro São Luis + [Inundação] Inundação CPRM - Alta;CPRM;Sim;Sim
224372576;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916524;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
100727325;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
197071182;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
201127508;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
223489768;[Geológico] Rua Kurt Ludwig Kerchoft - Bairro Vila Jetibá;CPRM;Sim;Nao
197070474;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38918590;[Inundação] Alto Rio Possmoser;Outros;Nao;Sim
38911006;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
224372706;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
223490025;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916612;[Geológico] Pátio da Prefeitura Municipal de Santa Maria do Jetibá - Patio da Prefeitura de SMJ - Rua Dalmácio Espíndula;CPRM;Sim;Nao
94088712;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
38916512;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
196322040;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
102503940;[Geológico] Vila dos Italianos;CPRM/SEDURB;Sim;Nao
196321737;[Inundação] Inundação CPRM - Alta;CPRM;Nao;Sim
